Harvest,Species,Treatment,Tag,Pot,Week,Height
3,VE,4%,H3VE4,115,15,168
3,VE,4%,H3VE4,119,15,156
3,VE,4%,H3VE4,171,15,181
3,VE,4%,H3VE4,189,15,144
3,VE,8%,H3VE8,92,1,29
3,VE,8%,H3VE8,99,1,28
3,VE,8%,H3VE8,131,1,18
3,VE,8%,H3VE8,135,1,0
3,VE,8%,H3VE8,161,1,0
3,VE,8%,H3VE8,177,1,0
3,VE,8%,H3VE8,206,1,0
3,VE,8%,H3VE8,289,1,0
3,VE,8%,H3VE8,92,2,40
3,VE,8%,H3VE8,99,2,33
3,VE,8%,H3VE8,131,2,35
3,VE,8%,H3VE8,135,2,33
3,VE,8%,H3VE8,161,2,22
3,VE,8%,H3VE8,177,2,9
3,VE,8%,H3VE8,206,2,9
3,VE,8%,H3VE8,289,2,9
3,VE,8%,H3VE8,92,3,50
3,VE,8%,H3VE8,99,3,56
3,VE,8%,H3VE8,131,3,42
3,VE,8%,H3VE8,135,3,50
3,VE,8%,H3VE8,161,3,22
3,VE,8%,H3VE8,177,3,25
3,VE,8%,H3VE8,206,3,24
3,VE,8%,H3VE8,289,3,12
3,VE,8%,H3VE8,92,4,61
3,VE,8%,H3VE8,99,4,52
3,VE,8%,H3VE8,131,4,44
3,VE,8%,H3VE8,135,4,60
3,VE,8%,H3VE8,161,4,39
3,VE,8%,H3VE8,177,4,35
3,VE,8%,H3VE8,206,4,35
3,VE,8%,H3VE8,289,4,23
3,VE,8%,H3VE8,92,5,76
3,VE,8%,H3VE8,99,5,61
3,VE,8%,H3VE8,131,5,58
3,VE,8%,H3VE8,135,5,60
3,VE,8%,H3VE8,161,5,56
3,VE,8%,H3VE8,177,5,47
3,VE,8%,H3VE8,206,5,55
3,VE,8%,H3VE8,289,5,44
3,VE,8%,H3VE8,92,6,65
3,VE,8%,H3VE8,99,6,56
3,VE,8%,H3VE8,131,6,46
3,VE,8%,H3VE8,135,6,67
3,VE,8%,H3VE8,161,6,60
3,VE,8%,H3VE8,177,6,54
3,VE,8%,H3VE8,206,6,63
3,VE,8%,H3VE8,289,6,56
3,VE,8%,H3VE8,92,7,67
3,VE,8%,H3VE8,99,7,54
3,VE,8%,H3VE8,131,7,58
3,VE,8%,H3VE8,135,7,54
3,VE,8%,H3VE8,161,7,57
3,VE,8%,H3VE8,177,7,61
3,VE,8%,H3VE8,206,7,68
3,VE,8%,H3VE8,289,7,73
3,VE,8%,H3VE8,92,8,74
3,VE,8%,H3VE8,99,8,58
3,VE,8%,H3VE8,131,8,52
3,VE,8%,H3VE8,135,8,58
3,VE,8%,H3VE8,161,8,64
3,VE,8%,H3VE8,177,8,65
3,VE,8%,H3VE8,206,8,71
3,VE,8%,H3VE8,289,8,72
3,VE,8%,H3VE8,92,9,99
3,VE,8%,H3VE8,99,9,67
3,VE,8%,H3VE8,131,9,55
3,VE,8%,H3VE8,135,9,60
3,VE,8%,H3VE8,161,9,70
3,VE,8%,H3VE8,177,9,72
3,VE,8%,H3VE8,206,9,85
3,VE,8%,H3VE8,289,9,69
3,VE,8%,H3VE8,92,10,132
3,VE,8%,H3VE8,99,10,97
3,VE,8%,H3VE8,131,10,83
3,VE,8%,H3VE8,135,10,89
3,VE,8%,H3VE8,161,10,62
3,VE,8%,H3VE8,177,10,103
3,VE,8%,H3VE8,206,10,94
3,VE,8%,H3VE8,289,10,110
3,VE,8%,H3VE8,92,11,163
3,VE,8%,H3VE8,99,11,133
3,VE,8%,H3VE8,131,11,125
3,VE,8%,H3VE8,135,11,114
3,VE,8%,H3VE8,161,11,71
3,VE,8%,H3VE8,177,11,138
3,VE,8%,H3VE8,206,11,152
3,VE,8%,H3VE8,289,11,160
3,VE,8%,H3VE8,92,12,180
3,VE,8%,H3VE8,99,12,28.6
3,VE,8%,H3VE8,131,12,133
3,VE,8%,H3VE8,135,12,110
3,VE,8%,H3VE8,161,12,100
3,VE,8%,H3VE8,177,12,155
3,VE,8%,H3VE8,206,12,185
3,VE,8%,H3VE8,289,12,171
3,VE,8%,H3VE8,92,13,185
3,VE,8%,H3VE8,99,13,146
3,VE,8%,H3VE8,131,13,141
3,VE,8%,H3VE8,135,13,120
3,VE,8%,H3VE8,161,13,100
3,VE,8%,H3VE8,177,13,149
3,VE,8%,H3VE8,206,13,190
3,VE,8%,H3VE8,289,13,186
3,VE,8%,H3VE8,92,14,187
3,VE,8%,H3VE8,99,14,156
3,VE,8%,H3VE8,131,14,137
3,VE,8%,H3VE8,135,14,118
3,VE,8%,H3VE8,161,14,118
3,VE,8%,H3VE8,177,14,150
3,VE,8%,H3VE8,206,14,193
3,VE,8%,H3VE8,289,14,214
3,VE,8%,H3VE8,92,15,199
3,VE,8%,H3VE8,99,15,157
3,VE,8%,H3VE8,131,15,145
3,VE,8%,H3VE8,135,15,130
3,VE,8%,H3VE8,161,15,144
3,VE,8%,H3VE8,177,15,174
3,VE,8%,H3VE8,206,15,225
3,VE,8%,H3VE8,289,15,220
3,VE,16%,H3VE16,101,1,29
3,VE,16%,H3VE16,116,1,27
3,VE,16%,H3VE16,129,1,17
3,VE,16%,H3VE16,163,1,0
3,VE,16%,H3VE16,166,1,0
3,VE,16%,H3VE16,173,1,0
3,VE,16%,H3VE16,175,1,0
3,VE,16%,H3VE16,191,1,0
3,VE,16%,H3VE16,192,1,0
3,VE,16%,H3VE16,193,1,0
3,VE,16%,H3VE16,101,2,35
3,VE,16%,H3VE16,116,2,21
3,VE,16%,H3VE16,129,2,36
3,VE,16%,H3VE16,163,2,24
3,VE,16%,H3VE16,166,2,9
3,VE,16%,H3VE16,173,2,9
3,VE,16%,H3VE16,175,2,9
3,VE,16%,H3VE16,191,2,9
3,VE,16%,H3VE16,192,2,9
3,VE,16%,H3VE16,193,2,9
3,VE,16%,H3VE16,101,3,36
3,VE,16%,H3VE16,116,3,39
3,VE,16%,H3VE16,129,3,36
3,VE,16%,H3VE16,163,3,25
3,VE,16%,H3VE16,166,3,28
3,VE,16%,H3VE16,173,3,25
3,VE,16%,H3VE16,175,3,28
3,VE,16%,H3VE16,191,3,23
3,VE,16%,H3VE16,192,3,23
3,VE,16%,H3VE16,193,3,24
3,VE,16%,H3VE16,101,4,40
3,VE,16%,H3VE16,116,4,43
3,VE,16%,H3VE16,129,4,50
3,VE,16%,H3VE16,163,4,43
3,VE,16%,H3VE16,166,4,29
3,VE,16%,H3VE16,173,4,31
3,VE,16%,H3VE16,175,4,31
3,VE,16%,H3VE16,191,4,30
3,VE,16%,H3VE16,192,4,40
3,VE,16%,H3VE16,193,4,28
3,VE,16%,H3VE16,101,5,50
3,VE,16%,H3VE16,116,5,49
3,VE,16%,H3VE16,129,5,52
3,VE,16%,H3VE16,163,5,55
3,VE,16%,H3VE16,166,5,45
3,VE,16%,H3VE16,173,5,49
3,VE,16%,H3VE16,175,5,46
3,VE,16%,H3VE16,191,5,58
3,VE,16%,H3VE16,192,5,48
3,VE,16%,H3VE16,193,5,52
3,VE,16%,H3VE16,101,6,57
3,VE,16%,H3VE16,116,6,54
3,VE,16%,H3VE16,129,6,60
3,VE,16%,H3VE16,163,6,60
3,VE,16%,H3VE16,166,6,50
3,VE,16%,H3VE16,173,6,40
3,VE,16%,H3VE16,175,6,42
3,VE,16%,H3VE16,191,6,62
3,VE,16%,H3VE16,192,6,50
3,VE,16%,H3VE16,193,6,56
3,VE,16%,H3VE16,101,7,51
3,VE,16%,H3VE16,116,7,60
3,VE,16%,H3VE16,129,7,46
3,VE,16%,H3VE16,163,7,46
3,VE,16%,H3VE16,166,7,58
3,VE,16%,H3VE16,173,7,50
3,VE,16%,H3VE16,175,7,40
3,VE,16%,H3VE16,191,7,69
3,VE,16%,H3VE16,192,7,58
3,VE,16%,H3VE16,193,7,63
3,VE,16%,H3VE16,101,8,57
3,VE,16%,H3VE16,116,8,58
3,VE,16%,H3VE16,129,8,69
3,VE,16%,H3VE16,163,8,65
3,VE,16%,H3VE16,166,8,59
3,VE,16%,H3VE16,173,8,51
3,VE,16%,H3VE16,175,8,47
3,VE,16%,H3VE16,191,8,76
3,VE,16%,H3VE16,192,8,52
3,VE,16%,H3VE16,193,8,74
3,VE,16%,H3VE16,101,9,64
3,VE,16%,H3VE16,116,9,66
3,VE,16%,H3VE16,129,9,78
3,VE,16%,H3VE16,163,9,65
3,VE,16%,H3VE16,166,9,67
3,VE,16%,H3VE16,173,9,60
3,VE,16%,H3VE16,175,9,156
3,VE,16%,H3VE16,191,9,84
3,VE,16%,H3VE16,192,9,60
3,VE,16%,H3VE16,193,9,70
3,VE,16%,H3VE16,101,10,84
3,VE,16%,H3VE16,116,10,64
3,VE,16%,H3VE16,129,10,87
3,VE,16%,H3VE16,163,10,91
3,VE,16%,H3VE16,166,10,68
3,VE,16%,H3VE16,173,10,45
3,VE,16%,H3VE16,175,10,76
3,VE,16%,H3VE16,191,10,112
3,VE,16%,H3VE16,192,10,73
3,VE,16%,H3VE16,193,10,109
3,VE,16%,H3VE16,101,11,101
3,VE,16%,H3VE16,116,11,111
3,VE,16%,H3VE16,129,11,122
3,VE,16%,H3VE16,163,11,146
3,VE,16%,H3VE16,166,11,105
3,VE,16%,H3VE16,173,11,50
3,VE,16%,H3VE16,175,11,114
3,VE,16%,H3VE16,191,11,177
3,VE,16%,H3VE16,192,11,120
3,VE,16%,H3VE16,193,11,149
3,VE,16%,H3VE16,101,12,113
3,VE,16%,H3VE16,116,12,120
3,VE,16%,H3VE16,129,12,134
3,VE,16%,H3VE16,163,12,162
3,VE,16%,H3VE16,166,12,108
3,VE,16%,H3VE16,173,12,50
3,VE,16%,H3VE16,175,12,134
3,VE,16%,H3VE16,191,12,193
3,VE,16%,H3VE16,192,12,128
3,VE,16%,H3VE16,193,12,171
3,VE,16%,H3VE16,101,13,105
3,VE,16%,H3VE16,116,13,125
3,VE,16%,H3VE16,129,13,135
3,VE,16%,H3VE16,163,13,179
3,VE,16%,H3VE16,166,13,126
3,VE,16%,H3VE16,173,13,67
3,VE,16%,H3VE16,175,13,147
3,VE,16%,H3VE16,191,13,208
3,VE,16%,H3VE16,192,13,142
3,VE,16%,H3VE16,193,13,284
3,VE,16%,H3VE16,101,14,125
3,VE,16%,H3VE16,116,14,146
3,VE,16%,H3VE16,129,14,155
3,VE,16%,H3VE16,163,14,191
3,VE,16%,H3VE16,166,14,140
3,VE,16%,H3VE16,173,14,89
3,VE,16%,H3VE16,175,14,160
3,VE,16%,H3VE16,191,14,234
3,VE,16%,H3VE16,192,14,155
3,VE,16%,H3VE16,193,14,224
3,VE,16%,H3VE16,101,15,146
3,VE,16%,H3VE16,116,15,174
3,VE,16%,H3VE16,129,15,188
3,VE,16%,H3VE16,163,15,225
3,VE,16%,H3VE16,166,15,162
3,VE,16%,H3VE16,173,15,115
3,VE,16%,H3VE16,175,15,188
3,VE,16%,H3VE16,191,15,251
3,VE,16%,H3VE16,192,15,178
3,VE,16%,H3VE16,193,15,257
3,VS,4%,H3VS4,5,1,0
3,VS,4%,H3VS4,15,1,0
3,VS,4%,H3VS4,18,1,42
3,VS,4%,H3VS4,19,1,18
3,VS,4%,H3VS4,21,1,0
3,VS,4%,H3VS4,22,1,35
3,VS,4%,H3VS4,78,1,0
3,VS,4%,H3VS4,118,1,0
3,VS,4%,H3VS4,5,2,10
3,VS,4%,H3VS4,15,2,16
3,VS,4%,H3VS4,18,2,55
3,VS,4%,H3VS4,19,2,30
3,VS,4%,H3VS4,21,2,22
3,VS,4%,H3VS4,22,2,44
3,VS,4%,H3VS4,78,2,21
3,VS,4%,H3VS4,118,2,9
3,VS,4%,H3VS4,5,3,20
3,VS,4%,H3VS4,15,3,23
3,VS,4%,H3VS4,18,3,60
3,VS,4%,H3VS4,19,3,38
3,VS,4%,H3VS4,21,3,55
3,VS,4%,H3VS4,22,3,52
3,VS,4%,H3VS4,78,3,27
3,VS,4%,H3VS4,118,3,9
3,VS,4%,H3VS4,5,4,46
3,VS,4%,H3VS4,15,4,55
3,VS,4%,H3VS4,18,4,76
3,VS,4%,H3VS4,19,4,39
3,VS,4%,H3VS4,21,4,64
3,VS,4%,H3VS4,22,4,67
3,VS,4%,H3VS4,78,4,35
3,VS,4%,H3VS4,118,4,36
3,VS,4%,H3VS4,5,5,74
3,VS,4%,H3VS4,15,5,76
3,VS,4%,H3VS4,18,5,91
3,VS,4%,H3VS4,19,5,52
3,VS,4%,H3VS4,21,5,80
3,VS,4%,H3VS4,22,5,81
3,VS,4%,H3VS4,78,5,50
3,VS,4%,H3VS4,118,5,51
3,VS,4%,H3VS4,5,6,93
3,VS,4%,H3VS4,15,6,82
3,VS,4%,H3VS4,18,6,93
3,VS,4%,H3VS4,19,6,60
3,VS,4%,H3VS4,21,6,82
3,VS,4%,H3VS4,22,6,87
3,VS,4%,H3VS4,78,6,61
3,VS,4%,H3VS4,118,6,60
3,VS,4%,H3VS4,5,7,112
3,VS,4%,H3VS4,15,7,98
3,VS,4%,H3VS4,18,7,101
3,VS,4%,H3VS4,19,7,81
3,VS,4%,H3VS4,21,7,93
3,VS,4%,H3VS4,22,7,105
3,VS,4%,H3VS4,78,7,60
3,VS,4%,H3VS4,118,7,65
3,VS,4%,H3VS4,5,8,134
3,VS,4%,H3VS4,15,8,104
3,VS,4%,H3VS4,18,8,117
3,VS,4%,H3VS4,19,8,95
3,VS,4%,H3VS4,21,8,110
3,VS,4%,H3VS4,22,8,113
3,VS,4%,H3VS4,78,8,69
3,VS,4%,H3VS4,118,8,70
3,VS,4%,H3VS4,5,9,166
3,VS,4%,H3VS4,15,9,135
3,VS,4%,H3VS4,18,9,135
3,VS,4%,H3VS4,19,9,135
3,VS,4%,H3VS4,21,9,116
3,VS,4%,H3VS4,22,9,143
3,VS,4%,H3VS4,78,9,73
3,VS,4%,H3VS4,118,9,90
3,VS,4%,H3VS4,5,10,176
3,VS,4%,H3VS4,15,10,177
3,VS,4%,H3VS4,18,10,164
3,VS,4%,H3VS4,19,10,150
3,VS,4%,H3VS4,21,10,144
3,VS,4%,H3VS4,22,10,179
3,VS,4%,H3VS4,78,10,79
3,VS,4%,H3VS4,118,10,81
3,VS,4%,H3VS4,5,11,202
3,VS,4%,H3VS4,15,11,204
3,VS,4%,H3VS4,18,11,234
3,VS,4%,H3VS4,19,11,195
3,VS,4%,H3VS4,21,11,209
3,VS,4%,H3VS4,22,11,233
3,VS,4%,H3VS4,78,11,102
3,VS,4%,H3VS4,118,11,109
3,VS,4%,H3VS4,5,12,203
3,VS,4%,H3VS4,15,12,237
3,VS,4%,H3VS4,18,12,243
3,VS,4%,H3VS4,19,12,226
3,VS,4%,H3VS4,21,12,230
3,VS,4%,H3VS4,22,12,255
3,VS,4%,H3VS4,78,12,104
3,VS,4%,H3VS4,118,12,121
3,VS,4%,H3VS4,5,13,220
3,VS,4%,H3VS4,15,13,263
3,VS,4%,H3VS4,18,13,243
3,VS,4%,H3VS4,19,13,227
3,VS,4%,H3VS4,21,13,225
3,VS,4%,H3VS4,22,13,258
3,VS,4%,H3VS4,78,13,143
3,VS,4%,H3VS4,118,13,138
3,VS,4%,H3VS4,5,14,245
3,VS,4%,H3VS4,15,14,258
3,VS,4%,H3VS4,18,14,239
3,VS,4%,H3VS4,19,14,257
3,VS,4%,H3VS4,21,14,238
3,VS,4%,H3VS4,22,14,266
3,VS,4%,H3VS4,78,14,205
3,VS,4%,H3VS4,118,14,165
3,VS,4%,H3VS4,5,15,313
3,VS,4%,H3VS4,15,15,287
3,VS,4%,H3VS4,18,15,282
3,VS,4%,H3VS4,19,15,295
3,VS,4%,H3VS4,21,15,311
3,VS,4%,H3VS4,22,15,203
3,VS,4%,H3VS4,78,15,255
3,VS,4%,H3VS4,118,15,197
3,VS,8%,H3VS8,41,1,40
3,VS,8%,H3VS8,55,1,23
3,VS,8%,H3VS8,58,1,38
3,VS,8%,H3VS8,61,1,32
3,VS,8%,H3VS8,75,1,0
3,VS,8%,H3VS8,123,1,0
3,VS,8%,H3VS8,125,1,0
3,VS,8%,H3VS8,126,1,0
3,VS,8%,H3VS8,128,1,0
3,VS,8%,H3VS8,129,1,0
3,VS,8%,H3VS8,41,2,48
3,VS,8%,H3VS8,55,2,24
3,VS,8%,H3VS8,58,2,42
3,VS,8%,H3VS8,61,2,36
3,VS,8%,H3VS8,75,2,25
3,VS,8%,H3VS8,123,2,9
3,VS,8%,H3VS8,125,2,9
3,VS,8%,H3VS8,126,2,9
3,VS,8%,H3VS8,128,2,9
3,VS,8%,H3VS8,129,2,9
3,VS,8%,H3VS8,41,3,58
3,VS,8%,H3VS8,55,3,30
3,VS,8%,H3VS8,58,3,44
3,VS,8%,H3VS8,61,3,30
3,VS,8%,H3VS8,75,3,29
3,VS,8%,H3VS8,123,3,9
3,VS,8%,H3VS8,125,3,9
3,VS,8%,H3VS8,126,3,9
3,VS,8%,H3VS8,128,3,9
3,VS,8%,H3VS8,129,3,9
3,VS,8%,H3VS8,41,4,68
3,VS,8%,H3VS8,55,4,30
3,VS,8%,H3VS8,58,4,52
3,VS,8%,H3VS8,61,4,30
3,VS,8%,H3VS8,75,4,40
3,VS,8%,H3VS8,123,4,9
3,VS,8%,H3VS8,125,4,9
3,VS,8%,H3VS8,126,4,9
3,VS,8%,H3VS8,128,4,9
3,VS,8%,H3VS8,129,4,9
3,VS,8%,H3VS8,41,5,76
3,VS,8%,H3VS8,55,5,30
3,VS,8%,H3VS8,58,5,55
3,VS,8%,H3VS8,61,5,40
3,VS,8%,H3VS8,75,5,50
3,VS,8%,H3VS8,123,5,9
3,VS,8%,H3VS8,125,5,9
3,VS,8%,H3VS8,126,5,9
3,VS,8%,H3VS8,128,5,9
3,VS,8%,H3VS8,129,5,9
3,VS,8%,H3VS8,41,6,95
3,VS,8%,H3VS8,55,6,45
3,VS,8%,H3VS8,58,6,52
3,VS,8%,H3VS8,61,6,40
3,VS,8%,H3VS8,75,6,42
3,VS,8%,H3VS8,123,6,67
3,VS,8%,H3VS8,125,6,62
3,VS,8%,H3VS8,126,6,52
3,VS,8%,H3VS8,128,6,50
3,VS,8%,H3VS8,129,6,76
3,VS,8%,H3VS8,41,7,112
3,VS,8%,H3VS8,55,7,40
3,VS,8%,H3VS8,58,7,59
3,VS,8%,H3VS8,61,7,46
3,VS,8%,H3VS8,75,7,46
3,VS,8%,H3VS8,123,7,62
3,VS,8%,H3VS8,125,7,72
3,VS,8%,H3VS8,126,7,68
3,VS,8%,H3VS8,128,7,57
3,VS,8%,H3VS8,129,7,66
3,VS,8%,H3VS8,41,8,111
3,VS,8%,H3VS8,55,8,43
3,VS,8%,H3VS8,58,8,53
3,VS,8%,H3VS8,61,8,32
3,VS,8%,H3VS8,75,8,55
3,VS,8%,H3VS8,123,8,86
3,VS,8%,H3VS8,125,8,67
3,VS,8%,H3VS8,126,8,71
3,VS,8%,H3VS8,128,8,129
3,VS,8%,H3VS8,129,8,74
3,VS,8%,H3VS8,41,9,130
3,VS,8%,H3VS8,55,9,70
3,VS,8%,H3VS8,58,9,62
3,VS,8%,H3VS8,61,9,73
3,VS,8%,H3VS8,75,9,70
3,VS,8%,H3VS8,123,9,100
3,VS,8%,H3VS8,125,9,97
3,VS,8%,H3VS8,126,9,80
3,VS,8%,H3VS8,128,9,98
3,VS,8%,H3VS8,129,9,110
3,VS,8%,H3VS8,41,10,147
3,VS,8%,H3VS8,55,10,67
3,VS,8%,H3VS8,58,10,72
3,VS,8%,H3VS8,61,10,53
3,VS,8%,H3VS8,75,10,88
3,VS,8%,H3VS8,123,10,114
3,VS,8%,H3VS8,125,10,100
3,VS,8%,H3VS8,126,10,92
3,VS,8%,H3VS8,128,10,124
3,VS,8%,H3VS8,129,10,121
3,VS,8%,H3VS8,41,11,249
3,VS,8%,H3VS8,55,11,90
3,VS,8%,H3VS8,58,11,109
3,VS,8%,H3VS8,61,11,106
3,VS,8%,H3VS8,75,11,178
3,VS,8%,H3VS8,123,11,183
3,VS,8%,H3VS8,125,11,190
3,VS,8%,H3VS8,126,11,128
3,VS,8%,H3VS8,128,11,212
3,VS,8%,H3VS8,129,11,180
3,VS,8%,H3VS8,41,12,266
3,VS,8%,H3VS8,55,12,93
3,VS,8%,H3VS8,58,12,120
3,VS,8%,H3VS8,61,12,104
3,VS,8%,H3VS8,75,12,204
3,VS,8%,H3VS8,123,12,195
3,VS,8%,H3VS8,125,12,224
3,VS,8%,H3VS8,126,12,153
3,VS,8%,H3VS8,128,12,214
3,VS,8%,H3VS8,129,12,193
3,VS,8%,H3VS8,41,13,285
3,VS,8%,H3VS8,55,13,105
3,VS,8%,H3VS8,58,13,141
3,VS,8%,H3VS8,61,13,103
3,VS,8%,H3VS8,75,13,220
3,VS,8%,H3VS8,123,13,192
3,VS,8%,H3VS8,125,13,226
3,VS,8%,H3VS8,126,13,164
3,VS,8%,H3VS8,128,13,121
3,VS,8%,H3VS8,129,13,204
3,VS,8%,H3VS8,41,14,298
3,VS,8%,H3VS8,55,14,114
3,VS,8%,H3VS8,58,14,158
3,VS,8%,H3VS8,61,14,125
3,VS,8%,H3VS8,75,14,255
3,VS,8%,H3VS8,123,14,209
3,VS,8%,H3VS8,125,14,229
3,VS,8%,H3VS8,126,14,191
3,VS,8%,H3VS8,128,14,230
3,VS,8%,H3VS8,129,14,209
3,VS,8%,H3VS8,41,15,348
3,VS,8%,H3VS8,55,15,137
3,VS,8%,H3VS8,58,15,218
3,VS,8%,H3VS8,61,15,152
3,VS,8%,H3VS8,75,15,262
3,VS,8%,H3VS8,123,15,250
3,VS,8%,H3VS8,125,15,247
3,VS,8%,H3VS8,126,15,210
3,VS,8%,H3VS8,128,15,275
3,VS,8%,H3VS8,129,15,216
3,VS,16%,H3VS16,46,1,23
3,VS,16%,H3VS16,76,1,0
3,VS,16%,H3VS16,85,1,0
3,VS,16%,H3VS16,87,1,0
3,VS,16%,H3VS16,91,1,0
3,VS,16%,H3VS16,97,1,0
3,VS,16%,H3VS16,98,1,0
3,VS,16%,H3VS16,99,1,0
3,VS,16%,H3VS16,105,1,0
3,VS,16%,H3VS16,110,1,0
3,VS,16%,H3VS16,46,2,35
3,VS,16%,H3VS16,76,2,9
3,VS,16%,H3VS16,85,2,14
3,VS,16%,H3VS16,87,2,18
3,VS,16%,H3VS16,91,2,9
3,VS,16%,H3VS16,97,2,9
3,VS,16%,H3VS16,98,2,24
3,VS,16%,H3VS16,99,2,30
3,VS,16%,H3VS16,105,2,9
3,VS,16%,H3VS16,110,2,9
3,VS,16%,H3VS16,46,3,35
3,VS,16%,H3VS16,76,3,15
3,VS,16%,H3VS16,85,3,31
3,VS,16%,H3VS16,87,3,29
3,VS,16%,H3VS16,91,3,36
3,VS,16%,H3VS16,97,3,15
3,VS,16%,H3VS16,98,3,35
3,VS,16%,H3VS16,99,3,34
3,VS,16%,H3VS16,105,3,21
3,VS,16%,H3VS16,110,3,22
3,VS,16%,H3VS16,46,4,40
3,VS,16%,H3VS16,76,4,20
3,VS,16%,H3VS16,85,4,30
3,VS,16%,H3VS16,87,4,45
3,VS,16%,H3VS16,91,4,32
3,VS,16%,H3VS16,97,4,30
3,VS,16%,H3VS16,98,4,41
